datetime,ghi,SZA,TOA,cams,lsasaf
2017-11-02 17:45:00,839.8886666666666,27.66257784708011,1226.4004647594315,680.2696,742.0
2017-11-02 18:00:00,844.7033333333333,31.015498680734687,1186.7031550399888,628.858,651.10004
2017-11-02 18:15:00,714.1626666666667,34.39951879127125,1142.5186570886437,490.9668,568.2
2017-11-02 18:30:00,694.172,37.80471560929022,1094.036175708951,397.4436,466.1
2017-11-02 18:45:00,510.856,41.22418087875264,1041.4633203293454,394.1332,511.7
2017-11-02 19:00:00,436.3073333333333,44.65288171522333,985.0252159876932,425.4516,569.60004
2017-11-02 19:15:00,585.1166666666667,48.08698595084958,924.9635393113209,288.1452,444.5
2017-11-02 19:30:00,600.4733333333334,51.52344533790837,861.5354836205933,275.45,412.80002
2017-11-02 19:45:00,442.1773333333333,54.95972753966387,795.0126575876302,300.8132,470.7
2017-11-02 20:00:00,480.03133333333335,58.39363681552747,725.6799221662745,168.8428,328.5
2017-11-02 20:15:00,290.564,61.82318896863061,653.8341707737565,155.1832,308.6
2017-11-02 20:30:00,199.814,65.24652007714181,579.7830579474986,125.7684,240.1
2017-11-02 20:45:00,199.728,68.66181637041468,503.84368192115653,27.4424,118.700005
2017-11-02 21:00:00,143.19933333333333,72.06725713832319,426.34122676130073,20.152,134.0
2017-11-02 21:15:00,134.21866666666668,75.46096523007579,347.60756987931876,16.6788,91.3
2017-11-02 21:30:00,73.23666666666666,78.84096128598571,267.97986088138987,12.47,0.0
2017-11-03 10:30:00,122.97142857142856,76.0888606636065,333.05562365260573,78.8752,166.2
2017-11-03 10:45:00,152.596,72.70105234528353,411.93689042733934,171.4116,226.0
2017-11-03 11:00:00,223.58,69.30071868550301,489.66168248903824,236.896,287.6
2017-11-03 11:15:00,304.5193333333333,65.88974567456773,565.8971703455665,303.5396,346.2
2017-11-03 11:30:00,414.9053333333333,62.46994532377303,640.3169019340377,350.7956,403.6
2017-11-03 11:45:00,440.756,59.043102533395654,712.6022005386653,412.3352,474.2
2017-11-03 12:00:00,565.9706666666666,55.61102800017452,782.4435294133829,479.8588,545.8
2017-11-03 12:15:00,599.7806666666667,52.175621931724216,849.5418172657133,538.7216,595.5
2017-11-03 12:30:00,536.4493333333334,48.738955586526856,913.6097389259561,598.0868,661.0
2017-11-03 12:45:00,654.8386666666667,45.30338147820425,974.3729457176757,672.2456,714.60004
2017-11-03 13:00:00,726.8006666666666,41.8716896847878,1031.5712402608533,746.9516,765.5
2017-11-03 13:15:00,819.338,38.447339419230474,1084.9596906770125,713.1148,813.3
2017-11-03 13:30:00,870.6726666666667,35.03481649207367,1134.3096794251278,779.4344,857.5
2017-11-03 13:45:00,922.068,31.64020815897783,1179.4098822770313,839.4232,898.10004
2017-11-03 14:00:00,922.4693333333332,28.272167900361445,1220.0671732402022,907.2992,934.9
2017-11-03 14:15:00,939.2846666666668,24.943610821819913,1256.1074515529153,979.8824,967.60004
2017-11-03 14:30:00,817.9586666666668,21.674845263772006,1287.3763872104314,1009.1004,996.10004
2017-11-03 14:45:00,1008.0926666666668,18.49966862350556,1313.7400818297706,1032.1848,1020.3
2017-11-03 15:00:00,937.1873333333332,15.477822962644732,1335.085642023145,1050.9812,1042.0
